hgnc_symbol	affy_hg_u133_plus_2
YIPF3	216338_s_at
YIPF3	
SLX1A-SULT1A3	215299_x_at
SLX1A-SULT1A3	209607_x_at
SLX1A-SULT1A3	218317_x_at
SLX1A-SULT1A3	210580_x_at
SLX1A-SULT1A3	233334_x_at
SLX1A-SULT1A3	203615_x_at
SLX1A-SULT1A3	222094_at
JUND	203751_x_at
JUND	203752_s_at
JUND	214326_x_at
RPL39P38	
OGFR-AS1	
LSM4	202736_s_at
LSM4	202737_s_at
MIR646HG	237806_s_at
MIR646HG	
MIR646HG	1562051_at
MIR646HG	237805_at
MIR646HG	1568742_at
MIR646HG	236846_at
LINC02424	1568711_a_at
PEBP1	211941_s_at
PEBP1	205353_s_at
PEBP1	210825_s_at
	217601_at
PSMC1P3	
DOLK	204488_at
YPEL5P3	
TSPAN12	230625_s_at
TSPAN12	219274_at
NUP188	212691_at
NUP188	217601_at
NUP188	
NUP188	214675_at
KDM3AP1	
MSI1	206333_at
MSI1	
SNED1-AS1	
TDRD5	231104_at
GAPDHP25	
PGPEP1	1555165_a_at
PGPEP1	237202_at
PGPEP1	223469_at
PGPEP1	219891_at
PGPEP1	
DPF3	219746_at
DPF3	
DPF3	236442_at
DPF3	238532_at
CD2BP2	202256_at
CD2BP2	202257_s_at
NXPE2P1	
NXPE4	220645_at
TBC1D10B	220947_s_at
TBC1D10B	
LINC02369	
APCDD1L-DT	1556901_s_at
APCDD1L-DT	1556900_at
APCDD1L-DT	
APCDD1L-DT	1559433_at
LRRC25	1559502_s_at
RAPGEF6	230078_at
RAPGEF6	219112_at
RAPGEF6	1555247_a_at
RAPGEF6	
RAPGEF6	239438_at
TMPRSS13	223659_at
TMPRSS13	
TMPRSS13	223956_at
BIN1	210202_s_at
BIN1	214643_x_at
BIN1	210201_x_at
BIN1	214439_x_at
BIN1	202931_x_at
BIN1	
ASCL1	209988_s_at
ASCL1	213768_s_at
ASCL1	209987_s_at
ASCL1	209985_s_at
INTS9-AS1	
SSBP4	229270_x_at
SSBP4	223226_x_at
SSBP4	229269_x_at
SSBP4	
USP30	223602_at
USP30	227572_at
USP30	
IKBKB	209341_s_at
IKBKB	209342_s_at
IKBKB	211027_s_at
IKBKB	
LINC01431	230366_at
GPR139	
SLX1A	218317_x_at
SLX1A	233334_x_at
SLX1A	
SLX1A	222094_at
LINC01270	
LINC01270	1556896_at
ISCUP1	
XPO5	223056_s_at
XPO5	223055_s_at
XPO5	223057_s_at
XPO5	
SCCPDH	201825_s_at
SCCPDH	201826_s_at
OR4K5	
ZNF467	214746_s_at
OR11H12	
PPP4R1L	230683_at
PPP4R1L	223733_s_at
PPP4R1L	1560176_s_at
PPP4R1L	
PPP4R1L	1560175_at
PPP4R1L	233069_at
OR11G2	
PABPN1	201544_x_at
PABPN1	201545_s_at
PABPN1	213046_at
MLLT10	216503_s_at
MLLT10	225992_at
MLLT10	1563321_s_at
MLLT10	205408_at
MLLT10	230122_at
MLLT10	216506_x_at
MLLT10	
SULT1A4	215299_x_at
SULT1A4	209607_x_at
SULT1A4	210580_x_at
SULT1A4	203615_x_at
	233342_at
CEP350	213957_s_at
CEP350	204373_s_at
CEP350	213165_at
CEP350	213956_at
CEP350	
UBE2H-DT	
UBE2H	217799_x_at
UBE2H	222420_s_at
UBE2H	222419_x_at
UBE2H	222421_at
UBE2H	221962_s_at
UBE2H	
PIM2	204269_at
CRAT	209522_s_at
CRAT	205843_x_at
CRAT	
RPS2P5	212433_x_at
RPS2P5	217466_x_at
RPS2P5	203107_x_at
LINC02359	
OTUD5	233933_s_at
OTUD5	224745_x_at
OTUD5	1555426_a_at
OTUD5	
OR4E1	
SDR39U1	213398_s_at
SDR39U1	
BRWD1P2	
LINC02388	239584_at
LINC02388	
	1569765_at
CUX2	213920_at
CUX2	
CUX2	1566528_at
	243824_at
RN7SL828P	
RNA5SP284	1554517_x_at
RNA5SP284	1554516_at
DUX4L50	
MIR4477B	
FRG1JP	
LINC02910	1553311_at
LINC02910	
LINC02910	1563068_at
TMPRSS4	218960_at
TMPRSS4	
TRPM3	1555252_a_at
TRPM3	239684_at
TRPM3	216452_at
TRPM3	233022_at
TRPM3	239291_at
TRPM3	1554722_at
TRPM3	211422_at
TRPM3	
GNAS-AS1	232881_at
GNAS-AS1	
POLH	231115_at
POLH	233852_at
POLH	219380_x_at
POLH	1557701_s_at
POLH	222879_s_at
POLH	1557700_at
ISYNA1	229324_x_at
ISYNA1	222240_s_at
ISYNA1	228552_s_at
ISYNA1	
	236585_at
MIR1-1HG	232892_at
MIR1-1HG	
PTPRZ1	204469_at
PTPRZ1	
	233453_at
RNU6-722P	
KCND1	206842_at
KCND1	
ELK4	
ELK4	238761_at
ELK4	230549_at
ELK4	214831_at
ELK4	225159_s_at
ELK4	205994_at
ELK4	206919_at
LINC00507	1557475_at
LINC00507	
NGB	236677_at
NGB	220337_at
GRIPAP1	225451_at
GRIPAP1	
POLH-AS1	1569341_at
TMX4-AS1	1562693_at
TMX4-AS1	
OR11H2	
GTPBP2	
GTPBP2	223789_s_at
GTPBP2	221050_s_at
GTPBP2	223788_at
MDGA2	239935_at
MDGA2	
MDGA2	1570114_at
LINC00659	1562478_at
LINC01275	
HNRNPA1P46	
CEP250-AS1	
RPL21P103	
TFB2M	218605_at
SNHG17	
SNHG17	1565859_at
RPL12P32	
RBMS2P1	34187_at
RBMS2P1	205228_at
ADAM1A	228925_at
RPS27P25	
CPM	206100_at
CPM	
CPM	243403_x_at
CPM	235019_at
CPM	241765_at
CPM	235706_at
LYPLAL1	226851_at
LYPLAL1	230174_at
LYPLAL1	
MAD2L1BP	203094_at
MAD2L1BP	
RNASE3	206851_at
RSPH9	230695_s_at
TRAV6	234848_at
TRAV7	
TRAV8-1	234842_at
TRAV9-1	
TRAV10	217397_at
TRAV11	
TRAV12-1	234013_at
LINC02537	
TRAV8-2	
TRAV8-3	215797_at
NPM1P51	
TRAV13-1	217394_at
PGC	205261_at
PGC	1555236_a_at
PGC	
TRAV12-2	234427_at
TRAV8-4	
TRAV8-5	
TRAV13-2	215796_at
TRAV14DV4	
MIR6799	
TRAV9-2	217412_at
TRAV15	
TRAV12-3	234849_at
TRAV8-6	217170_at
FUZ	221187_s_at
FUZ	
TRAV16	215769_at
TRAV17	234964_at
TRAV18	
TRAV19	
FRS3	219907_at
FRS3	
TRAV20	234860_at
TRAV21	216133_at
TRAV22	234852_at
GLG1	214730_s_at
GLG1	225918_at
GLG1	212045_at
GLG1	207966_s_at
GLG1	
TRAV23DV6	224533_s_at
MPZL1	
MPZL1	231621_at
MPZL1	201874_at
MPZL1	210594_x_at
MPZL1	201875_s_at
MPZL1	210087_s_at
TRDV1	
TRAV24	234398_at
TRAV25	234396_at
	223516_s_at
	218233_s_at
TRAV26-1	
TRAV8-7	
TRAV27	215540_at
TRAV28	
TRAV29DV5	
TAPT1	238798_at
TAPT1	227407_at
TAPT1	226735_at
TAPT1	
TAPT1	216373_at
TRAV30	234388_at
MAPK8IP1P1	213013_at
TRAV31	
	57739_at
	222070_at
TRAV32	
TRAV33	
TRAV26-2	234819_at
TRAV34	234399_at
LINC01257	234493_at
LINC01257	
ARL17B	210435_at
ARL17B	232987_at
ARL17B	227227_at
ARL17B	1555964_at
ARL17B	243899_at
TRAV35	
PRICKLE4	
TRAV36DV7	217056_at
TRAV36DV7	1562082_at
TRAV37	
TRAV38-1	
	1568848_at
TRAV38-2DV8	
TRAV39	234867_at
LINC00261	
LINC00261	228004_at
RPL21P99	
TRAV40	234401_at
TRAV41	
RPS2P41	
PANK2-AS1	232775_at
EPC1	223875_s_at
EPC1	225417_at
EPC1	234969_s_at
EPC1	
EPC1	238633_at
	234400_at
DAO	
DAO	206878_at
MHENCR	
EEF1A1	
EEF1A1	204892_x_at
EEF1A1	227708_at
EEF1A1	213477_x_at
EEF1A1	206559_x_at
EEF1A1	213614_x_at
EEF1A1	213583_x_at
PELATON	
PELATON	237255_at
IGHG3	228518_at
SNHG11	226149_at
SNHG11	
IGHM	212827_at
MIR4539	
MIR4507	
MIR4538	
MIR4537	
RN7SL656P	
INTS7	218783_at
INTS7	222250_s_at
INTS7	
SNORA11G	
ZFPM2-AS1	
TRO	
TRO	210882_s_at
TRO	211701_s_at
TRO	211700_s_at
TRO	205028_at
ARL17A	210718_s_at
ARL17A	
ARL17A	1554245_x_at
ARL17A	1555964_at
ARL17A	243899_at
	242699_at
RPL12P24	
OXR1	235205_at
OXR1	218197_s_at
OXR1	222553_x_at
OXR1	223879_s_at
OXR1	
MIR2054	
NUP58P1	
SPATA5	241546_at
SPATA5	242251_at
SPATA5	229075_at
MIR6800	
PTOV1-AS1	
PTOV1-AS1	240615_at
PTOV1	
PTOV1	212032_s_at
RN7SL199P	
FAM215B	
SNORD3A	235102_x_at
IGHV7-4-1	
SNORD3C	235102_x_at
KYNUP3	
KIF20B	205235_s_at
KIF20B	
EPN2-AS1	1561545_at
RNA5SP389	
MIR1180	205662_at
MAPK7	35617_at
MAPK7	207292_s_at
MAPK7	
SPRY1	
SPRY1	212558_at
	1566482_at
IGHV1-69	240915_at
NOP56P3	
CCDC63	
CCDC63	244833_at
IGHV1-69D	240915_at
LINC02435	
RPL17P20	
RN7SL492P	
RN7SL357P	
NOA1	223157_at
IGHV3-74	239705_at
MIR5195	210450_at
IGHV5-78	210450_at
IGHVII-78-1	
IGHV3-79	
IGHV4-80	
IGHV7-81	1555179_at
IGHVIII-82	
POLR2B	
POLR2B	201803_at
POLR2B	1555837_s_at
SYNE3	219563_at
SYNE3	1553644_at
SYNE3	
DYNC2I2	224715_at
DYNC2I2	
C16orf95	219785_s_at
C16orf95	223745_at
C16orf95	219784_at
JAML	228094_at
JAML	
SEMA4D	228891_at
SEMA4D	
SEMA4D	203528_at
MRTFB	
MRTFB	218259_at
MRTFB	1570202_a_at
MRTFB	1558777_at
MRTFB	1558778_s_at
RABGEF1P2	
BRI3	223376_s_at
BRI3	
BRI3	239821_at
OR5BT1P	
SLCO1B3-SLCO1B7	
YBX1P2	
AKR1B15	
MFAP4	212713_at
RPS29P5	
CATSPERE	233578_at
CATSPERE	240771_at
CATSPERE	
TIMM23B	218119_at
TIMM23B	231106_at
TIMM23B	229428_at
TIMM23B	
PROX2	234804_at
PROX2	
GIMAP7	228071_at
R3HCC1L	228374_at
R3HCC1L	210455_at
R3HCC1L	
SIPA1L1	
SIPA1L1	237032_x_at
SIPA1L1	202255_s_at
SIPA1L1	202254_at
SLC37A3	
SLC37A3	223304_at
SEMA6A	223449_at
SEMA6A	225660_at
SEMA6A	220454_s_at
SEMA6A	215028_at
SEMA6A	
LAMA5-AS1	242987_x_at
EIF3CL	215230_x_at
EIF3CL	210949_s_at
EIF3CL	200647_x_at
FRG1CP	215160_x_at
FRG1CP	
FRG1CP	242331_x_at
MSRB3-AS1	
MSRB3-AS1	1563143_at
	235665_at
MIR4749	
PTOV1-AS2	213690_s_at
PTOV1-AS2	213691_at
PTOV1-AS2	
SIAH2-AS1	
SIAH2-AS1	241170_at
SIAH2-AS1	244475_at
KCNAB1-AS2	
ADAM1B	
	238777_x_at
MTAPP2	
	1564854_at
CCDC50	225331_at
CCDC50	236831_at
CCDC50	228693_at
CCDC50	226713_at
CCDC50	235051_at
CCDC50	
LINC02399	
PSTK	230129_at
PSTK	240040_at
PNKP	
PNKP	218961_s_at
NDUFA5P6	
	1562783_at
RNF112	
RNF112	223603_at
ZNF469	230440_at
BTBD11	228570_at
BTBD11	238692_at
BTBD11	
EIF3C	215230_x_at
EIF3C	210949_s_at
EIF3C	200647_x_at
EIF3C	
EIF3C	236700_at
CABCOCO1	1553630_at
CABCOCO1	
RNU6-998P	
IGFBP7	201163_s_at
IGFBP7	201162_at
	226887_at
	227650_at
HES1	203393_at
HES1	203395_s_at
HES1	203394_s_at
UBE2CP3	
LINC02094	
NUTM2D	234695_x_at
NUTM2D	235332_at
HSPE1P18	
RPS2P46	212433_x_at
RPS2P46	217466_x_at
RPS2P46	203107_x_at
REST	
REST	204535_s_at
REST	212920_at
MPZL3	227747_at
MPZL3	
RPL17P43	
TFDP1P1	
GK5	1553772_at
GK5	238121_at
GK5	241384_x_at
GK5	
PRDX6	200844_s_at
PRDX6	200845_s_at
PRDX6	
ALOXE3	222383_s_at
ALOXE3	207708_at
PTPRE	221840_at
PTPRE	
PTPRE	233978_at
PTPRE	1559018_at
EDARADD	1553430_a_at
EDARADD	
ZNF510	206053_at
ZNF510	228917_at
ZNF510	
RANBP3L	1553147_at
RANBP3L	
	229570_at
MPZL2	203779_s_at
MPZL2	203780_at
MPZL2	230518_at
MPZL2	
LINC00653	229722_at
SDCBP2-AS1	
SDCBP2-AS1	239248_at
SDCBP2-AS1	233530_at
SDCBP2-AS1	236520_at
ASTN2	215407_s_at
ASTN2	209693_at
ASTN2	
ASTN2	1554816_at
SNAP25-AS1	
SNAP25-AS1	233871_at
FMO7P	
NPLOC4	217796_s_at
NPLOC4	
	1562514_at
RPL35AP6	
LINC01655	
BRINP3	217562_at
BRINP3	
EMILIN3	228307_at
HMGB1P46	
	240989_at
FOLR1	204437_s_at
PPEF1	206547_s_at
PPEF1	
ATP5MC2P1	217368_at
LMX1A	1553541_at
DYNLT2B	
DYNLT2B	228606_at
TRIM36	219736_at
TRIM36	
TRIM36	231123_at
SDR16C5	238017_at
CEP83-DT	237021_at
ANXA5	200782_at
ANXA5	
LINC02463	
RPS6P20	
FAM32EP	
EHHADH	205222_at
EHHADH	
	1564626_at
LINC02368	
CCNE2	211814_s_at
CCNE2	205034_at
CCNE2	
SLC15A4	225057_at
SLC15A4	225043_at
SLC15A4	
BUB3P1	
RPL7P32	200717_x_at
TRPC6P8	
TAS2R6P	
	236334_at
PAXBP1P1	
ADCY10	217305_s_at
ADCY10	214547_at
ADCY10	
PRKAR2B-AS1	
CRCP	203898_at
CRCP	203899_s_at
CRCP	
ZBTB1	
ZBTB1	213376_at
ZBTB1	205092_x_at
TM4SF1-AS1	
AP3M1	222516_at
AP3M1	222517_at
AP3M1	
MUC20-OT1	226693_at
MUC20-OT1	1558220_at
PDE6G	210060_at
PDE6G	
MTMR2	224417_at
MTMR2	214649_s_at
MTMR2	203212_s_at
MTMR2	203211_s_at
MTMR2	
TRIM9	209859_at
TRIM9	
TRIM9	230280_at
LINC02824	
ABLIM3	205730_s_at
ABLIM3	
	237260_at
OXLD1	50374_at
OXLD1	221797_at
HERC4	208055_s_at
HERC4	225989_at
HERC4	225988_at
HERC4	208054_at
HERC4	
HERC4	232026_at
CCDC137	225933_at
CCDC137	
MYL2	209742_s_at
MYL2	
SUPT20HL2	
SNRPEP9	
CPED1	228728_at
CPED1	220032_at
CPED1	
PDK3	
PDK3	206347_at
PDK3	206348_s_at
PDK3	221957_at
PDK3	230085_at
PDK3	228959_at
HIF1A	
HIF1A	200989_at
MIR6786	
MRPL12	203931_s_at
OR4F21	234369_at
	203931_s_at
	218275_at
NKX2-6	
MSC	209928_s_at
TDRP	226778_at
TDRP	242387_at
TDRP	230903_s_at
SLC25A10	218275_at
SLC25A10	
LRP12	219631_at
LRP12	220254_at
LRP12	220253_s_at
LRP12	
PRKCIP1	
ARMCX1	218694_at
ZNF648	
SELE	206211_at
SELE	
ARMCX7P	214749_s_at
ARMCX6	214749_s_at
ARMCX6	
LINC02370	
	237848_at
NLRP9P1	
COPS5P2	
PAFAH1B2	1569431_at
PAFAH1B2	224777_s_at
PAFAH1B2	210160_at
PAFAH1B2	
TMEM65	238045_at
TMEM65	241342_at
TMEM65	241370_at
ATXN2-AS	
KRT18P20	
ARMCX3	240169_at
ARMCX3	222444_at
ARMCX3	217858_s_at
ARMCX3	
MTA3P1	
	221929_at
RBM12B-AS1	220222_at
RBM12B-DT	
PIGQ	
PIGQ	204144_s_at
PIGQ	1555359_at
LINC02990	
MAFA-AS1	
MAFA	
CCDC93	219774_at
CCDC93	209688_s_at
CCDC93	209689_at
CCDC93	
CCDC93	243282_at
RPH3A	
RPH3A	205230_at
ZC3H3	213445_at
ZC3H3	241056_at
FSCN2	207204_at
WDR5	
WDR5	225170_at
WDR5	223308_s_at
MED25	
MED25	1553993_s_at
MED25	215897_at
MED25	208110_x_at
SLC51A	
SLC51A	229230_at
ARMCX3-AS1	
LUC7L2	
LUC7L2	217842_at
LUC7L2	236425_at
LUC7L2	220099_s_at
	240169_at
RECQL5	221686_s_at
RECQL5	34063_at
RECQL5	
RECQL5	211468_s_at
RECQL5	210309_at
RNU6-30P	
SIDT2	
SIDT2	56256_at
SIDT2	218765_at
ARMCX2	203404_at
ARMCX2	
	220755_s_at
	200800_s_at
GGTA1	
GGTA1	228376_at
GPATCH2	243704_at
GPATCH2	219078_at
GPATCH2	239768_x_at
GPATCH2	
GPATCH2	1556126_s_at
GPATCH2	236026_at
GPATCH2	242224_at
C9orf152	
C9orf152	229964_at
LRRC26	
	1569670_at
EPB41L4B	233098_s_at
EPB41L4B	223859_at
EPB41L4B	220161_s_at
EPB41L4B	223426_s_at
EPB41L4B	223427_s_at
EXOSC9	205061_s_at
EXOSC9	
ATP11B-DT	
DCTN4	222488_s_at
DCTN4	218013_x_at
DCTN4	233490_at
DCTN4	
SMYD2	212922_s_at
SMYD2	
EIF2B5	212351_at
EIF2B5	
EIF2B5	1558050_at
LINC01830	
WBP11P2	
ST13P2	
	1563044_at
NIFKP9	
PTP4A1P1	
MTX2	203517_at
MTX2	
SNAPC1	205443_at
NDUFB9P2	
PTMAP10	
TNFSF8	241819_at
TNFSF8	235735_at
TNFSF8	207216_at
RHEB	227633_at
RHEB	201453_x_at
RHEB	201452_at
RHEB	213404_s_at
RHEB	1555780_a_at
RHEB	
RNU6-667P	
RNU6-587P	
MTHFS	203433_at
MTHFS	1559069_at
MTHFS	
ZRSR2	208174_x_at
ZRSR2	213876_x_at
ZRSR2	
ZRSR2	230413_s_at
OMD	205908_s_at
OMD	205907_s_at
LCN8	1569614_s_at
LCN8	239369_at
	1559069_at
ST20-MTHFS	203433_at
	1557882_at
	1557883_a_at
COX4I1P1	
ATP2A1	205444_at
ATP2A1	230693_at
ATP2A1	
	1559467_at
ST20-AS1	
ST20-AS1	1556588_at
WDR75	224721_at
WDR75	
LINC00644	237540_at
EHMT2-AS1	243914_at
FOXD4L6	
OR1L6	
ZFAND6	221613_s_at
ZFAND6	
	217219_at
GPSM1	1554259_at
GPSM1	226043_at
GPSM1	
MYO1G	227799_at
MYO1G	244654_at
ARMCX4	1564399_a_at
ARMCX4	207799_x_at
ARMCX4	1552327_at
ARMCX4	
ARMCX4	1557726_at
ARMCX4	227444_at
MYOZ3	1553070_a_at
MYOZ3	213955_at
MYOZ3	1553071_a_at
MYOZ3	
MYOZ3	1562004_x_at
MYOZ3	1562002_at
SELL	204563_at
SELL	
EIF5P1	
HMGN1P33	
CLDN34	
WWC3-AS1	
TCEAL2	211276_at
TCEAL2	
TCEAL6	
CYCSP5	
	231267_at
TMEM161B	
TMEM161B	227861_at
TMEM161B	236227_at
TMEM161B	244513_at
TMEM161B	238783_at
BEX5	229963_at
DPT	207977_s_at
DPT	213068_at
DPT	213071_at
RFX8	
LINC01760	
STAP2	221610_s_at
STAP2	
TSC22D3	208763_s_at
TSC22D3	207001_x_at
TSC22D3	
CAPN8	
CAPN8	229030_at
MAS1	208210_at
IGF2R	201393_s_at
IGF2R	1569052_at
IGF2R	201392_s_at
IGF2R	
KRT18P19	
POMT1	218476_at
POMT1	
FARP2	204511_at
FARP2	
FARP2	1554337_at
FARP2	225652_at
FARP2	242857_at
SMIM6	236098_at
CCNA2	203418_at
CCNA2	213226_at
SAP30BP	
SAP30BP	217965_s_at
SAP30BP	222475_at
TAGLN	226523_at
TAGLN	1555724_s_at
TAGLN	205547_s_at
BBS7	235007_at
BBS7	219688_at
BBS7	
PIK3CB	212688_at
PIK3CB	217620_s_at
PIK3CB	
AKR1D1	
AKR1D1	207102_at
NCBP2L	
NKRF	205004_at
NKRF	
MXI1	202364_at
MXI1	
LINC02356	
TOR3A	233851_s_at
TOR3A	218459_at
TOR3A	
FRMPD4	
FRMPD4	215052_at
FRMPD4	239290_at
AKT1S1	1555821_a_at
AKT1S1	224982_at
AKT1S1	
P2RX7	207091_at
P2RX7	230741_at
P2RX7	
AIRN	
CHP1P2	
	1559670_at
SLC22A1	207201_s_at
SLC22A1	
SIGLEC30P	
ING3	205070_at
ING3	230719_at
ING3	242293_at
ING3	231863_at
ING3	
RPS3AP10	
RNF2	205215_at
RNF2	
GK	217167_x_at
GK	215966_x_at
GK	214681_at
GK	207387_s_at
GK	216316_x_at
GK	215977_x_at
GK	
FUS	200959_at
FUS	1565717_s_at
FUS	217370_x_at
FUS	231108_at
FUS	
	226523_at
RNF214	
RNF214	227114_at
LINC01696	
BBS7-DT	
TRPC3	210814_at
TRPC3	206425_s_at
TRPC3	
WDR25	219609_at
WDR25	
ZNF221	
ZNF221	220847_x_at
ZNF221	233848_x_at
MIER3	231975_s_at
MIER3	1554449_at
MIER3	1554450_s_at
MIER3	228961_at
MIER3	1553336_a_at
MIER3	
YIPF2	219075_at
YIPF2	221939_at
YIPF2	65086_at
YIPF2	
TFEB	221866_at
TFEB	50221_at
TFEB	
KDM5B	201549_x_at
KDM5B	235285_at
KDM5B	211202_s_at
KDM5B	201548_s_at
KDM5B	
KDM5B	217491_x_at
FIGLA	1570337_at
RGPD4-AS1	1558623_at
RGPD4-AS1	
LINC02048	
KCNS3	205968_at
KCNS3	
SHQ1	219083_at
SHQ1	63009_at
SHQ1	
SMKR1	235736_at
ZP3P2	
PRKAG2	222582_at
PRKAG2	233748_x_at
PRKAG2	218292_s_at
PRKAG2	
PRKAG2	215231_at
FAM178B	223812_at
FAM178B	
RPS26P56	
RNA5SP513	
SMARCA1	215294_s_at
SMARCA1	203874_s_at
SMARCA1	203875_at
SMARCA1	
LINC02026	1564539_at
LINC02026	
MTND5P15	
RTP2	
OSTN-AS1	
FBXL5	209004_s_at
FBXL5	209005_at
FBXL5	
BCL2A1	205681_at
LINC01972	
DMAC2	45828_at
DMAC2	218038_at
DMAC2	
DMAC2	1557759_at
LINC01213	241247_at
PCDHAC1	1553237_x_at
PCDHAC1	1553235_at
PCDHAC1	223435_s_at
PCDHAC1	210674_s_at
PCDHAC1	224212_s_at
LINC02041	
SPG21	217827_s_at
SPG21	
PCYT1A	
PCYT1A	204210_s_at
PCYT1A	204209_at
PCYT1A	225069_at
TMEM67	238229_at
TMEM67	232023_at
TMEM67	1563646_a_at
TMEM67	
TMEM67	1569377_at
TMEM67	1552765_x_at
TMEM67	1552763_at
TMEM67	1569411_at
CEP164	1558953_s_at
CEP164	204250_s_at
CEP164	204251_s_at
CEP164	
H3Y2	
SNED1	
SNED1	1554798_at
SNED1	213488_at
SNED1	213493_at
SNED1	1559421_at
CHD1	235791_x_at
CHD1	204258_at
CHD1	
MT1H	206461_x_at
MT1H	211456_x_at
ITGB4	204989_s_at
ITGB4	211905_s_at
ITGB4	204990_s_at
ITGB4	214292_at
ITGB4	
ITGB4	229458_s_at
MT3	
PDIA2	206691_s_at
PDIA2	
FXYD1	205384_at
FXYD1	
TNFRSF12A	218368_s_at
HECTD2	
HECTD2	238803_at
HECTD2	227568_at
HECTD2	1565699_at
OCRL	
OCRL	208316_s_at
LINC02924	237115_at
HCFC1R1	218537_at
HCFC1R1	45714_at
TARS1	201263_at
TARS1	
TARS1	240206_at
LRCH3	
LRCH3	214739_at
LRCH3	1553668_at
LRCH3	235347_at
LRCH3	228119_at
PRR13P3	
RPS26P45	
OR5AK4P	1567023_at
OR5AO1P	
OR5BP1P	
LRRC55	232856_at
MTFMT	235689_at
MTFMT	
HSPA2	211538_s_at
HSPA2	
FAM200B	
FAM200B	227270_at
FAM200B	236321_at
FAM200B	227466_at
NKX2-1	211024_s_at
NKX2-1	210673_x_at
TNKS1BP1	
TNKS1BP1	224792_at
TMEM132D	236377_at
D2HGDH	228738_at
D2HGDH	
RN7SL461P	
RNU6-1204P	
OTX2	242128_at
OTX2	231731_at
SLC51B	230830_at
DNASE1L1	203912_s_at
DNASE1L1	
TMEM116	227172_at
TMEM116	
TMEM116	234133_s_at
SSRP1	200957_s_at
SSRP1	200956_s_at
SSRP1	
RASL12	219167_at
RASL12	
ADK	204120_s_at
ADK	204119_s_at
ADK	
C6orf118	
C6orf118	232777_s_at
AP2A1	234068_s_at
AP2A1	229617_x_at
AP2A1	223237_x_at
AP2A1	
AP2A1	1558792_x_at
PDCD7	231809_x_at
ALDH7A1P3	
ETF1P2	
WEE2-AS1	1553634_a_at
WEE2-AS1	
RNA5SP226	
RNU6-730P	
CLPX	223507_at
CLPX	204809_at
CLPX	
	227466_at
PRG3	220811_at
BST1	205715_at
BST1	
GPR132	221140_s_at
GPR132	223887_at
GPR132	
SOHLH1	1561403_at
PRG2	211743_s_at
TMEM37	1554483_at
TMEM37	1554485_s_at
TMEM37	227190_at
TAS2R5	231757_at
WNT16	221113_s_at
WNT16	224022_x_at
	1556453_at
	1556454_a_at
PRELID3BP5	
PRELID3BP6	
JAG2	209784_s_at
JAG2	32137_at
JAG2	
PRELID3BP7	
	1559331_x_at
HK1	200697_at
HK1	
ZNF862	213444_at
ZNF862	
KCNT1	1563608_a_at
KCNT1	
KCNT1	1569462_x_at
KCNT1	1569461_at
TUBAP14	
POU5F1P2	
KLF10	202393_s_at
SYNCRIP	236146_at
SYNCRIP	209024_s_at
SYNCRIP	217832_at
SYNCRIP	217834_s_at
SYNCRIP	217833_at
SYNCRIP	1555427_s_at
SYNCRIP	209025_s_at
	211743_s_at
	210692_s_at
CAST	
CAST	208908_s_at
CAST	207467_x_at
CAST	212586_at
CAST	212580_at
CAST	1564010_at
TMEM229A	
ARMCX5	219335_at
MARCHF7	202653_s_at
MARCHF7	202654_x_at
MARCHF7	
CILP	206227_at
NUDT22	
NUDT22	223372_at
NUDT22	224464_s_at
NUDT22	223371_s_at
HMGN1P18	
GINS3	
GINS3	45633_at
GINS3	218719_s_at
MTCO1P55	
PRKAG2-AS2	238319_at
PRKAG2-AS2	1562749_at
PRKAG2-AS2	
ZNF285	236328_at
ZNF285	
BPGM	203502_at
BPGM	238724_at
	1564379_at
RNU6-686P	
SNORA24B	
RNU5A-1	
SPRYD4	225616_at
MIR4508	
MAGEL2	219894_at
ADI1P2	
NDN	209550_at
GASAL1	
GLT1D1	229770_at
GLT1D1	
RNU6-741P	
UBL5	218011_at
UBL5	
PAQR5-DT	
LMF1	46142_at
LMF1	219136_s_at
LMF1	219135_s_at
LMF1	1569048_s_at
LMF1	
MAILR	230939_at
MAILR	240103_at
MAILR	
RBM41	232860_x_at
RBM41	219754_at
RBM41	
PAQR5	220333_at
PAQR5	242871_at
PAQR5	
AGK	1555610_at
KLF3P2	
FBXO45	225100_at
FBXO45	242294_at
FBXO45	225099_at
SULT1D1P	
IGF2BP2-AS1	1562694_at
IGF2BP2-AS1	1563208_s_at
IGF2BP2-AS1	1562832_at
IGF2BP2-AS1	1563207_at
	219934_s_at
RPL5P24	
FKBP2	203391_at
KCNU1	
KCNU1	237273_at
SULT1E1	219934_s_at
SULT1E1	222940_at
SULT1E1	
HRG-AS1	
HRG-AS1	210520_at
KIF23-AS1	243622_at
KIF23-AS1	
	242871_at
RPLP1	200763_s_at
RPLP1	
GAB3	228410_at
GAB3	
AP1M1	223024_at
AP1M1	223025_s_at
AP1M1	
NMNAT3	228090_at
NMNAT3	243738_at
NMNAT3	
YWHAZP2	
LINC01918	
KCTD5P1	
CSN1S1	208350_at
CSN1S1	
COL5A2	221730_at
COL5A2	221729_at
COL5A2	
OR7E126P	
MIR6124	
LINC02896	
ANKLE2	212201_at
ANKLE2	212200_at
ANKLE2	
MIR6765	
RNU1-91P	
IRX6	
KIF23	204709_s_at
KIF23	
PACS2	34406_at
